holeid,from,to,length,sampleid,samplingtype,Au_ppm,Ag_ppm,Cu_pr,Zn_pr,Depth,Easting,Northing,Elevation
ASDD07,242,242.7,0.7,ASDD07-156,CORE,0.025,5,0.0119,0.0268,242.00,550948.39,4518527.95,746.34
ASDD07,242.7,244,1.3,ASDD07-157,CORE,0.025,5,0.0079,0.0077,242.70,550948.36,4518528.11,745.66
ASDD07,244,245.7,1.7,ASDD07-158,CORE,0.025,5,0.0103,0.0304,244.00,550948.31,4518528.40,744.39
ASDD07,245.7,246.7,1,ASDD07-159,CORE,0.025,5,0.0061,0.0019,245.70,550948.24,4518528.79,742.74
ASDD07,246.7,246.9,0.2,ASDD07-160,CORE,0.025,5,0.0037,0.0058,246.70,550948.20,4518529.01,741.77
ASDD07,246.9,248,1.1,ASDD07-161,CORE,0.025,5,0.0058,0.002,246.90,550948.19,4518529.06,741.57
ASDD07,248,249,1,ASDD07-163,CORE,0.025,5,0.0046,0.002,248.00,550948.15,4518529.30,740.50
ASDD07,249,250.2,1.2,ASDD07-164,CORE,0.025,5,0.0105,0.0033,249.00,550948.11,4518529.53,739.53
ASDD07,250.2,250.5,0.3,ASDD07-165,CORE,0.025,5,0.0032,0.0018,250.20,550948.06,4518529.80,738.36
ASDD07,250.5,252,1.5,ASDD07-166,CORE,0.025,5,0.0051,0.0014,250.50,550948.05,4518529.87,738.07
ASDD07,252,254,2,ASDD07-167,CORE,0.025,5,0.0078,0.0098,252.00,550947.99,4518530.20,736.61
ASDD07,254,256,2,ASDD07-168,CORE,0.025,5,0.0113,0.024,254.00,550947.91,4518530.65,734.66
ASDD07,256,258,2,ASDD07-169,CORE,0.025,5,0.0129,0.0279,256.00,550947.83,4518531.10,732.71
ASDD07,258,260,2,ASDD07-170,CORE,0.025,5,0.0126,0.0111,258.00,550947.75,4518531.55,730.76
ASDD07,260,261.3,1.3,ASDD07-171,CORE,0.025,5,0.0079,0.0044,260.00,550947.67,4518532.00,728.82
ASDD08,3.5,6,2.5,ASDD08-77,CORE,0.025,5,0.0029,0.0056,3.50,550958.00,4518474.00,980.00
ASDD08,6,8,2,ASDD08-78,CORE,0.025,5,0.006,0.0082,6.00,550956.70,4518472.79,978.24
ASDD08,8,10,2,ASDD08-79,CORE,0.025,5,0.0071,0.0091,8.00,550955.65,4518471.82,976.84
ASDD08,10,12,2,ASDD08-80,CORE,0.025,5,0.0058,0.0068,10.00,550954.61,4518470.85,975.44
ASDD08,12,14,2,ASDD08-81,CORE,0.025,5,0.0045,0.0091,12.00,550953.57,4518469.88,974.03
ASDD08,14,16,2,ASDD08-83,CORE,0.025,5,0.0054,0.0066,14.00,550952.52,4518468.91,972.63
ASDD08,16,16.5,0.5,ASDD08-84,CORE,0.025,5,0.0016,0.0062,16.00,550951.48,4518467.94,971.22
ASDD08,16.5,17.6,1.1,ASDD08-85,CORE,0.025,5,0.0071,0.0042,16.50,550951.22,4518467.70,970.87
ASDD08,17.6,18,0.4,ASDD08-86,CORE,0.025,5,0.0055,0.0082,17.60,550950.65,4518467.17,970.10
ASDD08,18,18.4,0.4,ASDD08-87,CORE,0.025,5,0.0029,0.0076,18.00,550950.44,4518466.97,969.82
ASDD08,18.4,20,1.6,ASDD08-88,CORE,0.025,5,0.0024,0.0052,18.40,550950.23,4518466.78,969.54
ASDD08,20,22,2,ASDD08-89,CORE,0.025,5,0.0051,0.005,20.00,550949.39,4518466.00,968.41
ASDD08,22,23.3,1.3,ASDD08-90,CORE,0.025,5,0.004,0.0068,22.00,550948.35,4518465.03,967.01
ASDD08,23.3,23.5,0.2,ASDD08-91,CORE,0.025,5,0.0037,0.0028,23.30,550947.67,4518464.40,966.10
ASDD08,23.5,25,1.5,ASDD08-93,CORE,0.025,5,0.0027,0.0064,23.50,550947.57,4518464.31,965.96
ASDD08,25,27,2,ASDD08-94,CORE,0.025,5,0.006,0.0059,25.00,550946.79,4518463.58,964.90
ASDD08,27,28,1,ASDD08-95,CORE,0.025,5,0.0061,0.0063,27.00,550945.74,4518462.61,963.50
ASDD08,28,30,2,ASDD08-96,CORE,0.025,5,0.0041,0.0068,28.00,550945.22,4518462.13,962.80
ASDD08,30,32,2,ASDD08-97,CORE,0.025,5,0.0037,0.0053,30.00,550944.18,4518461.16,961.39
ASDD08,32,34,2,ASDD08-98,CORE,0.025,5,0.0035,0.0043,32.00,550943.13,4518460.19,959.99
ASDD08,34,36,2,ASDD08-99,CORE,0.025,5,0.001,0.0047,34.00,550942.09,4518459.22,958.58
ASDD08,36,38,2,ASDD08-100,CORE,0.025,5,0.0025,0.0076,36.00,550941.05,4518458.25,957.18
ASDD08,38,39.9,1.9,ASDD08-101,CORE,0.025,5,0.0034,0.007,38.00,550940.01,4518457.28,955.78
ASDD08,39.9,41,1.1,ASDD08-103,CORE,0.025,5,0.0063,0.0045,39.90,550939.01,4518456.36,954.44
ASDD08,41,42.7,1.7,ASDD08-104,CORE,0.025,5,0.0049,0.0039,41.00,550938.44,4518455.82,953.67
ASDD08,42.7,44,1.3,ASDD08-105,CORE,0.025,5,0.0029,0.0051,42.70,550937.55,4518455.00,952.48
ASDD08,44,46,2,ASDD08-106,CORE,0.025,5,0.0037,0.004,44.00,550936.88,4518454.37,951.56
ASDD08,46,48,2,ASDD08-107,CORE,0.025,5,0.0031,0.0047,46.00,550935.83,4518453.40,950.16
ASDD08,48,50.2,2.2,ASDD08-108,CORE,0.025,5,0.0041,0.0049,48.00,550934.79,4518452.43,948.75
ASDD08,50.2,50.55,0.35,ASDD08-109,CORE,0.025,5,0.0058,0.0107,50.20,550933.64,4518451.36,947.21
ASDD08,50.55,51.7,1.15,ASDD08-110,CORE,0.025,5,0.0068,0.0051,50.55,550933.46,4518451.20,946.96
ASDD08,51.7,54,2.3,ASDD08-111,CORE,0.025,15,0.0093,0.0038,51.70,550932.86,4518450.64,946.16
ASDD08,54,56,2,ASDD08-113,CORE,0.025,5,0.0117,0.0037,54.00,550931.66,4518449.52,944.54
ASDD08,56,58,2,ASDD08-114,CORE,0.025,5,0.0108,0.0036,56.00,550930.62,4518448.55,943.14
ASDD08,58,60,2,ASDD08-115,CORE,0.025,5,0.0101,0.0034,58.00,550929.57,4518447.58,941.73
ASDD08,60,61.45,1.45,ASDD08-116,CORE,0.025,5,0.0111,0.0085,60.00,550928.53,4518446.61,940.33
ASDD08,61.45,62.35,0.9,ASDD08-117,CORE,0.025,5,0.0063,0.0019,61.45,550927.77,4518445.91,939.31
ASDD08,62.35,64,1.65,ASDD08-118,CORE,0.025,5,0.0116,0.005,62.35,550927.30,4518445.48,938.68
ASDD08,64,66.1,2.1,ASDD08-119,CORE,0.025,5,0.0115,0.009,64.00,550926.44,4518444.68,937.52
ASDD08,66.1,68,1.9,ASDD08-120,CORE,0.05,5,0.0159,0.0056,66.10,550925.35,4518443.66,936.05
ASDD08,68,70,2,ASDD08-121,CORE,0.025,5,0.0119,0.0049,68.00,550924.36,4518442.74,934.71
ASDD08,70,72,2,ASDD08-123,CORE,0.025,5,0.0114,0.0081,70.00,550923.31,4518441.77,933.31
ASDD08,72,73.4,1.4,ASDD08-124,CORE,0.025,5,0.0089,0.0089,72.00,550922.27,4518440.80,931.90
ASDD08,73.4,74.5,1.1,ASDD08-125,CORE,0.025,5,0.0089,0.0087,73.40,550921.54,4518440.12,930.92
ASDD08,74.5,76,1.5,ASDD08-126,CORE,0.025,5,0.0078,0.0115,74.50,550920.97,4518439.59,930.15
ASDD08,76,78,2,ASDD08-127,CORE,0.025,5,0.008,0.0067,76.00,550920.18,4518438.86,929.09
ASDD08,78,80,2,ASDD08-128,CORE,0.025,5,0.0073,0.0094,78.00,550919.14,4518437.89,927.69
ASDD08,80,81.85,1.85,ASDD08-129,CORE,0.025,5,0.0082,0.008,80.00,550918.10,4518436.92,926.29
ASDD08,81.85,82.2,0.35,ASDD08-130,CORE,0.025,5,0.0139,0.0078,81.85,550917.13,4518436.02,924.99
ASDD08,82.2,82.6,0.4,ASDD08-131,CORE,0.025,5,0.0078,0.0062,82.20,550916.95,4518435.85,924.74
ASDD08,82.6,82.95,0.35,ASDD08-133,CORE,0.025,5,0.0056,0.0043,82.60,550916.74,4518435.66,924.46
ASDD08,82.95,84,1.05,ASDD08-134,CORE,0.025,5,0.0063,0.0073,82.95,550916.56,4518435.49,924.21
ASDD08,84,86,2,ASDD08-135,CORE,0.025,5,0.0056,0.0092,84.00,550916.01,4518434.98,923.48
ASDD08,86,87.8,1.8,ASDD08-136,CORE,0.025,5,0.0055,0.0078,86.00,550914.97,4518434.01,922.07
ASDD08,87.8,89.1,1.3,ASDD08-137,CORE,0.025,5,0.0048,0.0085,87.80,550914.03,4518433.14,920.81
ASDD08,89.1,89.3,0.2,ASDD08-138,CORE,0.025,5,0.0049,0.0079,89.10,550913.35,4518432.51,919.90
ASDD08,89.3,90,0.7,ASDD08-139,CORE,0.025,5,0.011,0.0075,89.30,550913.25,4518432.41,919.76
ASDD08,90,90.3,0.3,ASDD08-140,CORE,0.025,5,0.0083,0.0074,90.00,550912.88,4518432.07,919.26
ASDD08,90.3,92,1.7,ASDD08-141,CORE,0.025,5,0.0132,0.0079,90.30,550912.73,4518431.93,919.05
ASDD08,92,92.7,0.7,ASDD08-143,CORE,0.025,5,0.0073,0.0056,92.00,550911.84,4518431.10,917.86
ASDD08,92.7,92.85,0.15,ASDD08-144,CORE,0.025,5,0.0054,0.0054,92.70,550911.47,4518430.77,917.37
ASDD08,92.85,94,1.15,ASDD08-145,CORE,0.025,5,0.0054,0.0062,92.85,550911.40,4518430.69,917.26
ASDD08,94,96,2,ASDD08-146,CORE,0.025,5,0.005,0.0071,94.00,550910.80,4518430.14,916.46
ASDD08,96,98,2,ASDD08-147,CORE,0.025,5,0.0061,0.0074,96.00,550909.75,4518429.17,915.05
ASDD08,98,100,2,ASDD08-148,CORE,0.025,5,0.0064,0.007,98.00,550908.71,4518428.20,913.65
ASDD08,100,102,2,ASDD08-149,CORE,0.025,5,0.0077,0.0072,100.00,550907.67,4518427.23,912.24
ASDD08,102,104,2,ASDD08-150,CORE,0.025,5,0.0038,0.0056,102.00,550906.62,4518426.26,910.84
ASDD08,104,106,2,ASDD08-151,CORE,0.025,5,0.004,0.0049,104.00,550905.58,4518425.29,909.43
ASDD08,106,108,2,ASDD08-153,CORE,0.025,5,0.0054,0.0046,106.00,550904.54,4518424.32,908.03
ASDD08,108,110,2,ASDD08-154,CORE,0.025,5,0.0062,0.0037,108.00,550903.49,4518423.35,906.63
ASDD08,110,111.3,1.3,ASDD08-155,CORE,0.025,5,0.0081,0.0028,110.00,550902.45,4518422.38,905.22
ASDD08,111.3,113.3,2,ASDD08-08,CORE,0.01,0.375,0.0046,,111.30,550901.77,4518421.75,904.31
ASDD08,113.3,114,0.7,ASDD08-09,CORE,0.01,1.044,0.0005,,113.30,550900.73,4518420.78,902.90
ASDD08,114,115,1,ASDD08-10,CORE,0.025,0.375,0.0002,,114.00,550900.36,4518420.44,902.41
ASDD08,115,115.6,0.6,ASDD08-11,CORE,0.025,0.375,0.0035,,115.00,550899.84,4518419.96,901.71
ASDD08,115.6,117.3,1.7,ASDD08-12,CORE,0.025,0.375,0.0015,,115.60,550899.53,4518419.67,901.29
ASDD08,117.3,118,0.7,ASDD08-13,CORE,0.025,0.375,0.0027,,117.30,550898.64,4518418.84,900.09
ASDD08,118,118.3,0.3,ASDD08-14,CORE,0.025,0.375,0.0048,,118.00,550898.28,4518418.50,899.60
ASDD08,118.3,119.15,0.85,ASDD08-15,CORE,0.055,1.08,0.0001,,118.30,550898.12,4518418.36,899.39
ASDD08,119.15,119.3,0.15,ASDD08-16,CORE,0.192,2.226,0.0083,,119.15,550897.68,4518417.95,898.80
ASDD08,119.3,120.45,1.15,ASDD08-17,CORE,0.073,1.758,0.0007,,119.30,550897.60,4518417.87,898.69
ASDD08,120.45,121,0.55,ASDD08-18,CORE,0.025,0.375,0.0008,,120.45,550897.00,4518417.32,897.88
ASDD08,121,123,2,ASDD08-19,CORE,0.064,1.488,0.0026,,121.00,550896.71,4518417.05,897.50
ASDD08,123,123.15,0.15,ASDD08-20,CORE,0.025,0.375,0.0004,,123.00,550895.67,4518416.08,896.09
ASDD08,123.15,124.3,1.15,ASDD08-21,CORE,0.046,0.882,0.0005,,123.15,550895.59,4518416.01,895.99
ASDD08,124.3,126.3,2,ASDD08-22,CORE,0.025,0.375,0.0003,,124.30,550894.99,4518415.45,895.18
ASDD08,126.3,128.3,2,ASDD08-23,CORE,0.025,0.375,0.0007,,126.30,550893.95,4518414.48,893.78
ASDD08,128.3,128.6,0.3,ASDD08-24,CORE,0.025,0.375,0.0002,,128.30,550892.91,4518413.51,892.37
ASDD08,128.6,129.3,0.7,ASDD08-25,CORE,0.119,1.356,0.0239,,128.60,550892.75,4518413.37,892.16
ASDD08,129.3,130.3,1,ASDD08-26,CORE,0.025,0.375,0.0002,,129.30,550892.38,4518413.03,891.67
ASDD08,130.3,131.55,1.25,ASDD08-27,CORE,0.025,0.375,0.0002,,130.30,550891.86,4518412.54,890.97
ASDD08,131.55,131.9,0.35,ASDD08-28,CORE,0.091,0.375,0.0061,,131.55,550891.21,4518411.94,890.09
ASDD08,131.9,132.4,0.5,ASDD08-29,CORE,0.025,0.375,0.0001,,131.90,550891.03,4518411.77,889.84
ASDD08,132.4,133.3,0.9,ASDD08-30,CORE,0.025,0.375,0.0004,,132.40,550890.77,4518411.52,889.49
ASDD08,133.3,135.3,2,ASDD08-31,CORE,0.025,0.375,0.0005,,133.30,550890.30,4518411.09,888.86
ASDD08,135.3,137,1.7,ASDD08-156,CORE,0.025,5,0.0061,0.004,135.30,550889.25,4518410.12,887.46
ASDD08,137,138,1,ASDD08-157,CORE,0.025,5,0.0055,0.0052,137.00,550888.37,4518409.29,886.26
ASDD08,138,140,2,ASDD08-158,CORE,0.025,5,0.0074,0.0045,138.00,550887.85,4518408.81,885.56
ASDD08,140,142,2,ASDD08-159,CORE,0.025,5,0.006,0.0067,140.00,550886.80,4518407.84,884.16
ASDD08,142,144,2,ASDD08-160,CORE,0.025,5,0.0067,0.0078,142.00,550885.76,4518406.87,882.75
ASDD08,144,146,2,ASDD08-161,CORE,0.025,5,0.006,0.006,144.00,550884.72,4518405.90,881.35
ASDD08,146,148,2,ASDD08-163,CORE,0.025,5,0.0051,0.0102,146.00,550883.67,4518404.93,879.94
ASDD08,148,150,2,ASDD08-164,CORE,0.025,5,0.0057,0.0088,148.00,550882.63,4518403.96,878.54
ASDD08,150,152,2,ASDD08-165,CORE,0.025,5,0.0065,0.0058,150.00,550881.59,4518402.99,877.13
ASDD08,152,152.8,0.8,ASDD08-166,CORE,0.025,5,0.0071,0.004,152.00,550880.54,4518402.02,875.73
ASDD08,152.8,154,1.2,ASDD08-167,CORE,0.025,5,0.0054,0.0075,152.80,550880.13,4518401.64,875.17
ASDD08,154,155.6,1.6,ASDD08-168,CORE,0.025,5,0.0065,0.0047,154.00,550879.50,4518401.05,874.33
ASDD08,155.6,155.7,0.1,ASDD08-169,CORE,0.025,5,0.0104,0.0047,155.60,550878.67,4518400.28,873.20
ASDD08,155.7,158,2.3,ASDD08-170,CORE,0.025,5,0.0102,0.0049,155.70,550878.61,4518400.23,873.13
ASDD08,158,160,2,ASDD08-171,CORE,0.025,5,0.0044,0.005,158.00,550877.41,4518399.12,871.52
ASDD08,160,162,2,ASDD08-173,CORE,0.025,5,0.0042,0.0047,160.00,550876.37,4518398.15,870.11
ASDD08,162,164,2,ASDD08-174,CORE,0.025,5,0.0059,0.0044,162.00,550875.33,4518397.18,868.71
ASDD08,164,166,2,ASDD08-175,CORE,0.025,5,0.005,0.0055,164.00,550874.28,4518396.21,867.30
ASDD08,166,168,2,ASDD08-176,CORE,0.025,5,0.0071,0.0055,166.00,550873.24,4518395.24,865.90
ASDD08,168,170,2,ASDD08-177,CORE,0.025,5,0.0043,0.0033,168.00,550872.20,4518394.27,864.50
ASDD08,170,171.3,1.3,ASDD08-178,CORE,0.025,5,0.004,0.0042,170.00,550871.16,4518393.30,863.09
ASDD08,171.3,171.75,0.45,ASDD08-01,CORE,0.025,0.375,0.0003,,171.30,550870.48,4518392.67,862.18
ASDD08,171.75,172,0.25,ASDD08-02,CORE,0.689,2.964,0.0318,,171.75,550870.24,4518392.45,861.86
ASDD08,172,172.55,0.55,ASDD08-03,CORE,0.025,0.375,0.0015,,172.00,550870.11,4518392.33,861.69
ASDD08,172.55,172.8,0.25,ASDD08-04,CORE,0.025,0.375,0.0019,,172.55,550869.83,4518392.06,861.30
ASDD08,172.8,173.3,0.5,ASDD08-05,CORE,0.025,0.375,0.0004,,172.80,550869.69,4518391.94,861.13
ASDD08,173.3,174.3,1,ASDD08-06,CORE,0.025,0.375,0.0005,,173.30,550869.43,4518391.70,860.77
ASDD08,174.3,175.3,1,ASDD08-07,CORE,0.025,0.375,0.0004,,174.30,550868.91,4518391.21,860.07
ASDD08,175.3,176,0.7,ASDD08-179,CORE,0.025,5,0.0063,0.0057,175.30,550868.39,4518390.73,859.37
ASDD08,176,178,2,ASDD08-180,CORE,0.025,5,0.0075,0.0082,176.00,550868.03,4518390.39,858.88
ASDD08,178,180,2,ASDD08-181,CORE,0.025,5,0.0037,0.0038,178.00,550866.98,4518389.42,857.47
ASDD08,180,182,2,ASDD08-183,CORE,0.025,5,0.004,0.0116,180.00,550865.94,4518388.45,856.07
ASDD08,182,184,2,ASDD08-184,CORE,0.025,5,0.0046,0.0126,182.00,550864.90,4518387.48,854.67
ASDD08,184,186,2,ASDD08-185,CORE,0.025,5,0.0033,0.0087,184.00,550863.85,4518386.51,853.26
ASDD08,186,188,2,ASDD08-186,CORE,0.025,5,0.0039,0.0055,186.00,550862.81,4518385.54,851.86
ASDD08,188,190,2,ASDD08-187,CORE,0.025,5,0.0025,0.0041,188.00,550861.77,4518384.57,850.45
ASDD08,190,191.8,1.8,ASDD08-188,CORE,0.025,5,0.0051,0.0035,190.00,550860.72,4518383.61,849.05
ASDD08,191.8,192,0.2,ASDD08-189,CORE,0.025,5,0.0032,0.002,191.80,550859.78,4518382.73,847.78
ASDD08,192,194,2,ASDD08-190,CORE,0.025,5,0.0027,0.0033,192.00,550859.68,4518382.64,847.64
ASDD08,194,195.3,1.3,ASDD08-191,CORE,0.025,5,0.0055,0.0027,194.00,550858.64,4518381.67,846.24
ASDD08,195.3,197.3,2,ASDD08-32,CORE,0.025,0.375,0.0003,,195.30,550857.96,4518381.04,845.33
ASDD08,197.3,198.35,1.05,ASDD08-33,CORE,0.025,0.375,0.0006,,197.30,550856.92,4518380.07,843.92
ASDD08,198.35,199.1,0.75,ASDD08-34,CORE,0.025,0.375,0.0008,,198.35,550856.37,4518379.56,843.19
ASDD08,199.1,199.5,0.4,ASDD08-35,CORE,0.025,0.375,0.0005,,199.10,550855.98,4518379.19,842.66
ASDD08,199.5,201.3,1.8,ASDD08-36,CORE,0.025,0.012,0.0025,,199.50,550855.77,4518379.00,842.38
ASDD08,201.3,203.3,2,ASDD08-37,CORE,0.025,0.42,0.0001,,201.30,550854.83,4518378.13,841.11
ASDD08,203.3,205.65,2.35,ASDD08-193,CORE,0.025,5,0.0066,0.0044,203.30,550853.79,4518377.16,839.71
ASDD08,205.65,206,0.35,ASDD08-194,CORE,0.025,5,0.0096,0.0057,205.65,550852.56,4518376.02,838.06
ASDD08,206,206.3,0.3,ASDD08-195,CORE,0.025,5,0.005,0.0082,206.00,550852.38,4518375.85,837.81
ASDD08,206.3,206.6,0.3,ASDD08-196,CORE,0.025,5,0.007,0.0048,206.30,550852.22,4518375.70,837.60
ASDD08,206.6,208.7,2.1,ASDD08-197,CORE,0.025,5,0.0057,0.0068,206.60,550852.07,4518375.56,837.39
ASDD08,208.7,210,1.3,ASDD08-198,CORE,0.025,5,0.0074,0.0074,208.70,550850.97,4518374.54,835.92
ASDD08,210,211.3,1.3,ASDD08-199,CORE,0.025,5,0.0192,0.0096,210.00,550850.29,4518373.91,835.01
ASDD08,211.3,212.7,1.4,ASDD08-38,CORE,0.056,0.54,0.0068,,211.30,550849.61,4518373.28,834.09
ASDD08,212.7,213.9,1.2,ASDD08-39,CORE,0.025,0.018,0.0016,,212.70,550848.88,4518372.60,833.11
ASDD08,213.9,215.3,1.4,ASDD08-40,CORE,0.025,0.096,0.0056,,213.90,550848.26,4518372.02,832.27
ASDD08,215.3,217,1.7,ASDD08-200,CORE,0.025,5,0.0088,0.0044,215.30,550847.53,4518371.34,831.28
ASDD08,217,219,2,ASDD08-201,CORE,0.025,5,0.0052,0.0026,217.00,550846.64,4518370.52,830.09
ASDD08,219,220,1,ASDD08-203,CORE,0.025,5,0.0065,0.0033,219.00,550845.60,4518369.55,828.69
ASDD08,220,221.7,1.7,ASDD08-204,CORE,0.025,5,0.0067,0.0034,220.00,550845.08,4518369.06,827.98
ASDD08,221.7,222,0.3,ASDD08-205,CORE,0.025,5,0.0044,0.0047,221.70,550844.19,4518368.24,826.79
ASDD08,222,222.4,0.4,ASDD08-206,CORE,0.025,5,0.005,0.0044,222.00,550844.03,4518368.10,826.58
ASDD08,222.4,223,0.6,ASDD08-207,CORE,0.025,5,0.0047,0.0043,222.40,550843.82,4518367.90,826.30
ASDD08,223,224.9,1.9,ASDD08-208,CORE,0.025,5,0.0047,0.005,223.00,550843.51,4518367.61,825.88
ASDD08,224.9,225,0.1,ASDD08-209,CORE,0.025,5,0.0077,0.0055,224.90,550842.52,4518366.69,824.54
ASDD08,225,226,1,ASDD08-210,CORE,0.025,5,0.0073,0.0043,225.00,550842.47,4518366.64,824.47
ASDD08,226,228,2,ASDD08-211,CORE,0.025,5,0.0079,0.0107,226.00,550841.95,4518366.16,823.77
ASDD08,228,230,2,ASDD08-213,CORE,0.025,5,0.0192,0.0084,228.00,550840.90,4518365.19,822.37
ASDD08,230,232,2,ASDD08-214,CORE,0.025,5,0.0089,0.0043,230.00,550839.86,4518364.22,820.96
ASDD08,232,234,2,ASDD08-215,CORE,0.025,5,0.0097,0.0072,232.00,550838.82,4518363.25,819.56
ASDD08,234,236,2,ASDD08-216,CORE,0.025,5,0.0123,0.0072,234.00,550837.77,4518362.28,818.15
ASDD08,236,238,2,ASDD08-217,CORE,0.025,5,0.0075,0.0044,236.00,550836.73,4518361.31,816.75
ASDD08,238,239.35,1.35,ASDD08-218,CORE,0.025,5,0.0073,0.0048,238.00,550835.69,4518360.34,815.35
ASDD08,239.35,241.1,1.75,ASDD08-219,CORE,0.025,5,0.0071,0.003,239.35,550834.98,4518359.69,814.40
ASDD08,241.1,242,0.9,ASDD08-220,CORE,0.025,5,0.0102,0.0061,241.10,550834.07,4518358.84,813.17
ASDD08,242,243,1,ASDD08-221,CORE,0.025,5,0.0086,0.006,242.00,550833.60,4518358.40,812.54
ASDD08,243,245,2,ASDD08-223,CORE,0.025,5,0.0068,0.0081,243.00,550833.08,4518357.92,811.83
ASDD08,245,246.5,1.5,ASDD08-224,CORE,0.025,5,0.0105,0.0048,245.00,550832.04,4518356.95,810.43
ASDD08,246.5,248,1.5,ASDD08-225,CORE,0.025,5,0.0171,0.0026,246.50,550831.25,4518356.22,809.38
ASDD08,248,250,2,ASDD08-226,CORE,0.025,5,0.0157,0.0037,248.00,550830.47,4518355.49,808.32
ASDD08,250,252.3,2.3,ASDD08-227,CORE,0.025,5,0.0066,0.0028,250.00,550829.43,4518354.52,806.92
ASDD08,252.3,254,1.7,ASDD08-228,CORE,0.025,5,0.0059,0.0025,252.30,550828.23,4518353.41,805.30
ASDD08,254,255.3,1.3,ASDD08-229,CORE,0.025,5,0.0048,0.002,254.00,550827.34,4518352.58,804.11
ASDD08,255.3,257.3,2,ASDD08-41,CORE,0.025,0.558,0.0001,,255.30,550826.66,4518351.95,803.20
ASDD08,257.3,257.9,0.6,ASDD08-42,CORE,0.025,0.018,0.0001,,257.30,550825.62,4518350.99,801.79
ASDD08,257.9,258.5,0.6,ASDD08-43,CORE,0.025,0.012,0.0046,,257.90,550825.31,4518350.69,801.37
ASDD08,258.5,259.45,0.95,ASDD08-44,CORE,0.025,0.024,0.0002,,258.50,550824.99,4518350.40,800.95
ASDD08,259.45,259.65,0.2,ASDD08-45,CORE,0.025,0.096,0.0001,,259.45,550824.50,4518349.94,800.28
ASDD08,259.65,261.3,1.65,ASDD08-46,CORE,0.067,0.12,0.0001,,259.65,550824.39,4518349.85,800.14
ASDD08,261.3,263,1.7,ASDD08-47,CORE,0.025,0.126,0.0001,,261.30,550823.53,4518349.05,798.98
ASDD08,263,263.3,0.3,ASDD08-48,CORE,0.025,0.108,0.0205,,263.00,550822.65,4518348.22,797.79
ASDD08,263.3,263.55,0.25,ASDD08-49,CORE,0.025,0.576,0.0001,,263.30,550822.49,4518348.08,797.58
ASDD08,263.55,263.65,0.1,ASDD08-50,CORE,0.025,0.252,0.0076,,263.55,550822.36,4518347.96,797.41
ASDD08,263.65,264.2,0.55,ASDD08-51,CORE,0.025,0.12,0.0001,,263.65,550822.31,4518347.91,797.33
ASDD08,264.2,264.35,0.15,ASDD08-52,CORE,0.025,0.546,0.0014,,264.20,550822.02,4518347.64,796.95
ASDD08,264.35,265,0.65,ASDD08-53,CORE,0.025,0.522,0.0045,,264.35,550821.94,4518347.57,796.84
ASDD08,265,265.1,0.1,ASDD08-54,CORE,0.025,0.228,0.0001,,265.00,550821.60,4518347.25,796.39
ASDD08,265.1,265.8,0.7,ASDD08-55,CORE,0.025,0.084,0.0001,,265.10,550821.55,4518347.20,796.32
ASDD08,265.8,266,0.2,ASDD08-56,CORE,0.025,0.276,0.0001,,265.80,550821.19,4518346.87,795.83
ASDD08,266,266.3,0.3,ASDD08-57,CORE,0.025,0.186,0.0001,,266.00,550821.08,4518346.77,795.68
ASDD08,266.3,266.6,0.3,ASDD08-58,CORE,0.025,0.066,0.0001,,266.30,550820.93,4518346.62,795.47
ASDD08,266.6,267.7,1.1,ASDD08-59,CORE,0.056,0.018,0.0001,,266.60,550820.77,4518346.48,795.26
ASDD08,267.7,268,0.3,ASDD08-60,CORE,0.025,0.372,0.0001,,267.70,550820.20,4518345.94,794.49
ASDD08,268,268.2,0.2,ASDD08-61,CORE,0.025,0.072,0.0001,,268.00,550820.04,4518345.80,794.28
ASDD08,268.2,268.5,0.3,ASDD08-62,CORE,0.025,0.516,0.0001,,268.20,550819.94,4518345.70,794.14
ASDD08,268.5,268.8,0.3,ASDD08-63,CORE,0.056,0.186,0.0001,,268.50,550819.78,4518345.56,793.93
ASDD08,268.8,270.3,1.5,ASDD08-64,CORE,0.025,0.306,0.0001,,268.80,550819.62,4518345.41,793.72
ASDD08,270.3,271,0.7,ASDD08-230,CORE,0.025,5,0.0088,0.0069,270.30,550818.84,4518344.68,792.67
ASDD08,271,272.2,1.2,ASDD08-231,CORE,0.025,5,0.0079,0.0055,271.00,550818.47,4518344.35,792.17
ASDD08,272.2,272.65,0.45,ASDD08-233,CORE,0.025,5,0.0124,0.0123,272.20,550817.85,4518343.76,791.33
ASDD08,272.65,272.75,0.1,ASDD08-234,CORE,0.025,5,0.0122,0.0276,272.65,550817.61,4518343.55,791.02
ASDD08,272.75,272.85,0.1,ASDD08-235,CORE,0.025,5,0.0107,0.0065,272.75,550817.56,4518343.50,790.95
ASDD08,272.85,274,1.15,ASDD08-236,CORE,0.025,5,0.0076,0.0064,272.85,550817.51,4518343.45,790.88
ASDD08,274,276,2,ASDD08-237,CORE,0.025,5,0.0075,0.0042,274.00,550816.91,4518342.89,790.07
ASDD08,276,278.2,2.2,ASDD08-238,CORE,0.025,5,0.0067,0.0055,276.00,550815.87,4518341.92,788.66
ASDD08,278.2,280,1.8,ASDD08-239,CORE,0.025,5,0.0095,0.0063,278.20,550814.72,4518340.86,787.12
