holeid,from,to,length,sampleid,samplingtype,Au_ppm,Ag_ppm,Cu_pr,Zn_pr,Depth,Easting,Northing,Elevation
ASDD08,280,282,2,ASDD08-240,CORE,0.025,5,0.0188,0.0051,280.00,550813.78,4518339.98,785.85
ASDD08,282,284,2,ASDD08-241,CORE,0.025,5,0.0117,0.0076,282.00,550812.74,4518339.01,784.45
ASDD08,284,286,2,ASDD08-243,CORE,0.025,5,0.0167,0.0089,284.00,550811.69,4518338.04,783.05
ASDD08,286,288,2,ASDD08-244,CORE,0.025,5,0.0126,0.0079,286.00,550810.65,4518337.07,781.64
ASDD08,288,290,2,ASDD08-245,CORE,0.025,5,0.0109,0.0074,288.00,550809.61,4518336.11,780.24
ASDD08,290,291.3,1.3,ASDD08-246,CORE,0.025,5,0.0138,0.0096,290.00,550808.56,4518335.14,778.83
ASDD08,291.3,292.3,1,ASDD08-65,CORE,0.025,0.54,0.0032,,291.30,550807.89,4518334.51,777.92
ASDD08,292.3,293.3,1,ASDD08-66,CORE,0.04,0.246,0.0001,,292.30,550807.36,4518334.02,777.22
ASDD08,293.3,295.3,2,ASDD08-67,CORE,0.025,0.354,0.0014,,293.30,550806.84,4518333.54,776.52
ASDD08,295.3,296,0.7,ASDD08-68,CORE,0.06,0.288,0.0005,,295.30,550805.80,4518332.57,775.11
ASDD08,296,296.85,0.85,ASDD08-69,CORE,0.025,0.396,0.0001,,296.00,550805.44,4518332.23,774.62
ASDD08,296.85,297.15,0.3,ASDD08-70,CORE,0.025,0.426,0.0001,,296.85,550804.99,4518331.82,774.02
ASDD08,297.15,297.75,0.6,ASDD08-71,CORE,0.025,0.366,0.004,,297.15,550804.84,4518331.67,773.81
ASDD08,297.75,298.25,0.5,ASDD08-72,CORE,0.025,0.12,0.0017,,297.75,550804.52,4518331.38,773.39
ASDD08,298.25,298.5,0.25,ASDD08-73,CORE,0.025,0.396,0.0001,,298.25,550804.26,4518331.14,773.04
ASDD08,298.5,299.3,0.8,ASDD08-74,CORE,0.05,1.116,0.0098,,298.50,550804.13,4518331.02,772.86
ASDD08,299.3,301,1.7,ASDD08-75,CORE,0.025,0.246,0.0093,,299.30,550803.71,4518330.63,772.30
ASDD08,301,302.3,1.3,ASDD08-76,CORE,0.025,0.15,0.002,,301.00,550802.83,4518329.80,771.11
ASDD08,302.3,304,1.7,ASDD08-247,CORE,0.025,5,0.0084,0.0073,302.30,550802.15,4518329.17,770.20
ASDD08,304,305,1,ASDD08-248,CORE,0.025,5,0.0102,0.0075,304.00,550801.26,4518328.35,769.00
ASDD08,305,306.7,1.7,ASDD08-249,CORE,0.025,5,0.0249,0.0092,305.00,550800.74,4518327.87,768.30
ASDD08,306.7,308,1.3,ASDD08-250,CORE,0.025,5,0.0209,0.007,306.70,550799.85,4518327.04,767.11
ASDD08,308,310,2,ASDD08-251,CORE,0.025,12,0.0275,0.0069,308.00,550799.18,4518326.41,766.19
ASDD08,310,312,2,ASDD08-253,CORE,0.025,5,0.0247,0.0031,310.00,550798.13,4518325.44,764.79
ASDD08,312,314,2,ASDD08-254,CORE,0.025,5,0.0162,0.0084,312.00,550797.09,4518324.47,763.39
ASDD08,314,314.7,0.7,ASDD08-255,CORE,0.025,5,0.0197,0.0061,314.00,550796.05,4518323.50,761.98
ASDD08,314.7,316,1.3,ASDD08-256,CORE,0.025,5,0.0216,0.008,314.70,550795.68,4518323.16,761.49
ASDD08,316,318,2,ASDD08-257,CORE,0.025,5,0.0248,0.0104,316.00,550795.00,4518322.53,760.58
ASDD08,318,320,2,ASDD08-258,CORE,0.025,5,0.0201,0.0109,318.00,550793.96,4518321.56,759.17
ASDD08,320,322,2,ASDD08-259,CORE,0.025,5,0.0164,0.0081,320.00,550792.92,4518320.60,757.77
ASDD08,322,324,2,ASDD08-260,CORE,0.025,5,0.0123,0.0034,322.00,550791.87,4518319.63,756.36
ASDD08,324,326,2,ASDD08-261,CORE,0.025,5,0.0143,0.0069,324.00,550790.83,4518318.66,754.96
ASDD08,326,326.9,0.9,ASDD08-263,CORE,0.025,5,0.0169,0.0065,326.00,550789.79,4518317.69,753.56
ASDD08,326.9,329,2.1,ASDD08-264,CORE,0.025,5,0.0191,0.0057,326.90,550789.32,4518317.25,752.92
ASDD08,329,329.3,0.3,ASDD08-265,CORE,0.025,5,0.0149,0.0052,329.00,550788.22,4518316.23,751.45
ASDD08,329.3,330,0.7,ASDD08-266,CORE,0.025,5,0.0256,0.0103,329.30,550788.07,4518316.09,751.24
ASDD08,330,332,2,ASDD08-267,CORE,0.025,5,0.023,0.009,330.00,550787.70,4518315.75,750.75
ASDD08,332,332.8,0.8,ASDD08-268,CORE,0.025,5,0.0137,0.0049,332.00,550786.66,4518314.78,749.34
ASDD08,332.8,333.3,0.5,ASDD08-269,CORE,0.025,5,0.015,0.0033,332.80,550786.24,4518314.39,748.78
ASDD08,333.3,334,0.7,ASDD08-270,CORE,0.025,5,0.0191,0.0051,333.30,550785.98,4518314.15,748.43
